patient_id,full_name,gender,age,date_of_birth,district,national_id,phone,income_level,registration_date,is_active
PAT000476,Zawadi Abdallah,Female,25,1999-01-01,Urban West,ZNZ855110,255732435781,Low,2020-12-17,1
PAT000477,Mohammed Hassan,Male,19,2005-01-01,Micheweni,ZNZ242108,255754011924,Low,2021-09-13,1
PAT000478,Rukia Rashid,Female,38,1986-01-01,Wete,ZNZ613694,255782307109,Lower-Middle,2022-10-21,1
PAT000479,Asha Hamisi,Female,62,1962-01-01,Micheweni,ZNZ334456,255755859287,Lower-Middle,2018-04-19,1
PAT000480,Sitawa Said,Female,15,2009-01-01,Urban West,ZNZ543232,255777087885,Low,2021-07-26,1
PAT000481,Safia Rashid,Female,32,1992-01-01,Urban West,ZNZ869673,255747333769,Upper-Middle,2022-09-06,0
PAT000482,Pili Juma,Female,53,1971-01-01,Urban West,ZNZ940268,255748243565,Middle,2018-11-24,1
PAT000483,Suleiman Abdallah,Male,33,1991-01-01,North A,ZNZ929297,255749262729,Low,2022-12-05,1
PAT000484,Zainab Khatib,Female,38,1986-01-01,Chake-Chake,ZNZ685136,255755704130,Low,2018-11-11,1
PAT000485,Sitawa Said,Female,16,2008-01-01,Urban West,ZNZ720140,255715243762,Upper-Middle,2022-02-06,1
PAT000486,Zawadi Hassan,Female,38,1986-01-01,Urban West,ZNZ930176,255739348355,Lower-Middle,2021-02-08,1
PAT000487,Ahmed Suleiman,Male,32,1992-01-01,North A,ZNZ794519,255795582689,Low,2019-11-30,1
PAT000488,Khalid Salim,Male,50,1974-01-01,North B,ZNZ771810,255714590723,Lower-Middle,2020-02-20,1
PAT000489,Zainab Vuai,Female,49,1975-01-01,North B,ZNZ528734,255780238849,Middle,2021-06-06,1
PAT000490,Rukia Vuai,Female,70,1954-01-01,Chake-Chake,ZNZ863580,255720232137,Low,2022-03-01,1
PAT000491,Bakari Juma,Male,44,1980-01-01,Urban West,ZNZ226865,255729427719,Middle,2018-06-05,1
PAT000492,Latifa Salim,Female,36,1988-01-01,Wete,ZNZ401364,255789293706,Middle,2022-02-05,1
PAT000493,Amour Khatib,Male,38,1986-01-01,North A,ZNZ686864,255747448574,Lower-Middle,2022-09-21,1
PAT000494,Yusuf Khatib,Male,29,1995-01-01,North A,ZNZ323687,255717042049,Middle,2021-07-19,1
PAT000495,Mwinyi Bakari,Male,40,1984-01-01,Kati,ZNZ112419,255758835195,Low,2020-06-05,0
PAT000496,Mwinyi Vuai,Male,30,1994-01-01,Urban West,ZNZ481856,255753189769,Lower-Middle,2020-10-22,1
PAT000497,Mariam Ali,Female,34,1990-01-01,Micheweni,ZNZ763333,255742121967,Lower-Middle,2020-01-28,1
PAT000498,Juma Mohammed,Male,56,1968-01-01,Urban West,ZNZ484793,255755327209,Lower-Middle,2019-12-23,1
PAT000499,Nasra Hassan,Female,16,2008-01-01,South Unguja,ZNZ948934,255718836621,Low,2022-03-15,1
PAT000500,Rahma Ali,Female,49,1975-01-01,Chake-Chake,ZNZ953152,255760874603,Lower-Middle,2020-07-01,1
PAT000501,Safia Vuai,Female,51,1973-01-01,Mkoani,ZNZ159155,255789047699,Low,2021-08-02,1
PAT000502,Maryam Rashid,Female,30,1994-01-01,Chake-Chake,ZNZ945484,255720186886,Low,2020-05-20,1
PAT000503,Khalid Hamisi,Male,1,2023-01-01,South Unguja,,255735538969,Low,2018-01-13,1
PAT000504,Nasra Vuai,Female,22,2002-01-01,Urban West,ZNZ498422,255733463157,Middle,2019-08-31,1
PAT000505,Pili Haji,Female,51,1973-01-01,Micheweni,ZNZ412094,255725020117,Low,2019-05-13,1
PAT000506,Yusuf Khatib,Male,34,1990-01-01,Wete,ZNZ947883,255771357430,Middle,2022-10-23,1
PAT000507,Maryam Mohammed,Female,17,2007-01-01,Urban West,ZNZ726683,,Low,2018-08-26,0
PAT000508,Khadija Amour,Female,24,2000-01-01,North B,ZNZ933160,,Low,2021-01-22,1
PAT000509,Zainab Said,Female,44,1980-01-01,Mkoani,ZNZ649391,255712604325,Low,2021-09-23,0
PAT000510,Khadija Abdallah,Female,40,1984-01-01,North B,ZNZ569837,255780892663,Low,2020-02-20,1
PAT000511,Rukia Abdallah,Female,28,1996-01-01,North A,ZNZ125825,255787354231,Lower-Middle,2021-04-09,1
PAT000512,Mohammed Amour,Male,29,1995-01-01,Mkoani,ZNZ137271,255710432184,Lower-Middle,2019-08-29,1
PAT000513,Fatuma Khalid,Female,26,1998-01-01,Urban West,ZNZ166433,255773342551,Upper-Middle,2019-10-23,1
PAT000514,Zuwena Nassor,Female,18,2006-01-01,Urban West,ZNZ856350,255717517201,Upper-Middle,2022-07-06,1
PAT000515,Hamisi Abdallah,Male,60,1964-01-01,Wete,ZNZ940597,,Lower-Middle,2022-05-10,1
PAT000516,Seif Mwinyi,Male,29,1995-01-01,North A,ZNZ575551,255718234955,Middle,2020-04-28,1
PAT000517,Amour Hassan,Male,54,1970-01-01,Wete,ZNZ136948,255742033050,Low,2020-07-24,1
PAT000518,Maryam Ali,Female,54,1970-01-01,Urban West,ZNZ725107,255776470904,Lower-Middle,2022-01-30,1
PAT000519,Mariam Salim,Female,46,1978-01-01,Urban West,ZNZ963204,255763393129,Middle,2019-09-20,1
PAT000520,Bakari Mwinyi,Male,28,1996-01-01,Urban West,ZNZ707200,255755894422,Low,2018-05-23,1
PAT000521,Latifa Haji,Female,38,1986-01-01,Kati,ZNZ511373,,Low,2021-05-09,1
PAT000522,Juma Amour,Male,34,1990-01-01,North B,ZNZ595336,,Low,2021-04-18,1
PAT000523,Sitawa Mwinyi,Female,18,2006-01-01,North A,ZNZ331749,255711398558,Lower-Middle,2019-12-15,1
PAT000524,Rahma Hamisi,Female,36,1988-01-01,Urban West,ZNZ726776,,Lower-Middle,2021-10-19,1
PAT000525,Sitawa Bakari,Female,14,2010-01-01,Urban West,ZNZ331773,255711045716,Lower-Middle,2019-04-24,0
PAT000526,Hamisi Khatib,Male,54,1970-01-01,North B,ZNZ274166,255739260462,Lower-Middle,2019-07-19,1
PAT000527,Mohammed Juma,Male,27,1997-01-01,Urban West,ZNZ497751,255747248225,Lower-Middle,2019-04-16,1
PAT000528,Ahmed Bakari,Male,38,1986-01-01,South Unguja,ZNZ147367,255783224626,Middle,2019-01-19,1
PAT000529,Hassan Bakari,Male,39,1985-01-01,North B,ZNZ553028,255746108021,Low,2022-09-12,1
PAT000530,Asha Seif,Female,28,1996-01-01,Chake-Chake,ZNZ768640,255737696893,Middle,2020-07-14,1
PAT000531,Khadija Nassor,Female,40,1984-01-01,Micheweni,ZNZ677539,255765291772,Middle,2019-02-21,1
PAT000532,Safia Juma,Female,24,2000-01-01,North B,ZNZ344697,255764149428,Middle,2018-11-04,1
PAT000533,Nasra Seif,Female,45,1979-01-01,Urban West,ZNZ127757,,Middle,2019-10-11,1
PAT000534,Mariam Suleiman,Female,11,2013-01-01,Wete,ZNZ554623,255715688505,Lower-Middle,2022-09-14,1
PAT000535,Zuwena Said,Female,33,1991-01-01,Wete,ZNZ920254,255781414944,Low,2021-10-22,1
PAT000536,Zawadi Omar,Female,61,1963-01-01,Urban West,ZNZ342955,255767405223,Lower-Middle,2020-10-21,1
PAT000537,Khadija Bakari,Female,16,2008-01-01,Mkoani,ZNZ992743,255729033129,Upper-Middle,2020-12-03,1
PAT000538,Hassan Khalid,Male,24,2000-01-01,Urban West,ZNZ464709,255787951716,Lower-Middle,2020-01-09,1
PAT000539,Mwinyi Mwinyi,Male,43,1981-01-01,Urban West,ZNZ382081,255769974585,Low,2021-01-26,1
PAT000540,Mohammed Omar,Male,37,1987-01-01,Urban West,ZNZ373363,255712870581,Low,2022-10-10,1
PAT000541,Mariam Rashid,Female,37,1987-01-01,Mkoani,ZNZ854208,255718120459,Upper-Middle,2021-07-12,1
PAT000542,Nasra Mwinyi,Female,39,1985-01-01,South Unguja,ZNZ331615,255793964920,Low,2022-12-29,1
PAT000543,Haji Khalid,Male,45,1979-01-01,Chake-Chake,ZNZ725219,255738135480,Low,2022-12-12,1
PAT000544,Pili Juma,Female,48,1976-01-01,Urban West,ZNZ237852,255745859865,Lower-Middle,2018-05-20,1
PAT000545,Rehema Omar,Female,38,1986-01-01,North B,ZNZ430810,255730997458,Upper-Middle,2022-02-13,1
PAT000546,Mwinyi Ali,Male,31,1993-01-01,North A,ZNZ737423,255745641433,Low,2021-06-14,1
PAT000547,Amour Abdallah,Male,45,1979-01-01,Chake-Chake,ZNZ662453,255747010105,Lower-Middle,2020-08-31,1
PAT000548,Nasra Nassor,Female,60,1964-01-01,Urban West,,255735038411,Lower-Middle,2020-10-13,1
PAT000549,Asha Khatib,Female,30,1994-01-01,Urban West,ZNZ661424,255716773329,Low,2020-08-10,0
PAT000550,Zawadi Haji,Female,17,2007-01-01,Urban West,ZNZ636364,255750643541,Middle,2020-06-22,1
PAT000551,Mariam Khalid,Female,48,1976-01-01,Mkoani,ZNZ802076,255755316734,Lower-Middle,2018-03-13,1
PAT000552,Safia Salim,Female,30,1994-01-01,North B,ZNZ965792,255740931929,Lower-Middle,2022-08-18,1
PAT000553,Rahma Bakari,Female,0,2024-01-01,North B,ZNZ736712,255714790287,Middle,2021-04-28,1
PAT000554,Mariam Vuai,Female,44,1980-01-01,North B,ZNZ354394,,Upper-Middle,2021-07-15,1
PAT000555,Aisha Bakari,Female,23,2001-01-01,Kati,ZNZ203088,255799284936,Lower-Middle,2021-09-06,1
PAT000556,Hamisi Hamisi,Male,33,1991-01-01,Mkoani,ZNZ674901,255730777956,Low,2018-04-17,0
PAT000557,Rashid Salim,Male,40,1984-01-01,Wete,ZNZ362530,255729135946,Middle,2021-06-09,1
PAT000558,Nassor Amour,Male,38,1986-01-01,North A,ZNZ392164,255737006644,Lower-Middle,2020-12-01,1
PAT000559,Rahma Suleiman,Female,42,1982-01-01,Urban West,ZNZ161394,255715243534,Upper-Middle,2022-09-22,1
PAT000560,Khadija Mwinyi,Female,25,1999-01-01,Kati,ZNZ746004,255721065982,Upper-Middle,2020-06-01,1
PAT000561,Aisha Amour,Female,39,1985-01-01,North B,ZNZ680206,255796536607,Low,2018-05-19,1
PAT000562,Mwinyi Abdallah,Male,30,1994-01-01,Urban West,ZNZ477784,255712053262,Upper-Middle,2019-09-07,1
PAT000563,Ali Amour,Male,46,1978-01-01,North B,ZNZ466590,255737707220,Lower-Middle,2022-09-03,1
PAT000564,Khalid Mohammed,Male,44,1980-01-01,Mkoani,ZNZ205509,255740234634,Lower-Middle,2020-05-12,1
PAT000565,Hamisi Hassan,Male,20,2004-01-01,North A,ZNZ932234,255738814268,Low,2018-09-30,1
PAT000566,Aisha Nassor,Female,48,1976-01-01,South Unguja,ZNZ209935,,Middle,2022-02-13,1
PAT000567,Yusuf Suleiman,Male,26,1998-01-01,Chake-Chake,ZNZ796314,255720867948,Lower-Middle,2019-02-20,1
PAT000568,Yusuf Mwinyi,Male,47,1977-01-01,North B,,255778309210,Lower-Middle,2019-05-21,1
PAT000569,Zawadi Khalid,Female,37,1987-01-01,Urban West,ZNZ356587,255789481292,Upper-Middle,2020-01-03,1
PAT000570,Ali Hamisi,Male,64,1960-01-01,Kati,ZNZ222431,255778869263,Lower-Middle,2022-10-15,1
PAT000571,Amina Vuai,Female,28,1996-01-01,Kati,ZNZ258988,255783244926,Lower-Middle,2019-02-28,1
PAT000572,Amina Seif,Female,26,1998-01-01,Mkoani,ZNZ912804,255722523855,Middle,2021-12-01,1
PAT000573,Hamisi Ali,Male,34,1990-01-01,Wete,ZNZ206242,255733212905,Middle,2022-05-11,1
PAT000574,Sitawa Ali,Female,27,1997-01-01,North A,ZNZ129048,,Upper-Middle,2019-01-25,1
PAT000575,Amina Abdallah,Female,43,1981-01-01,Mkoani,ZNZ416855,255727846628,Upper-Middle,2018-12-08,1
PAT000576,Rukia Amour,Female,7,2017-01-01,Urban West,ZNZ120968,255736401120,Lower-Middle,2020-08-03,1
PAT000577,Ali Khatib,Male,18,2006-01-01,Chake-Chake,ZNZ635580,,Lower-Middle,2019-09-06,1
PAT000578,Asha Amour,Female,15,2009-01-01,Mkoani,ZNZ441603,255739977525,Low,2019-05-08,1
PAT000579,Asha Abdallah,Female,46,1978-01-01,Micheweni,,255783297207,Middle,2018-07-11,1
PAT000580,Yusuf Said,Male,62,1962-01-01,Chake-Chake,ZNZ693453,255745285473,Lower-Middle,2019-05-14,1
PAT000581,Haji Mohammed,Male,33,1991-01-01,Chake-Chake,ZNZ593197,255716113100,Middle,2020-04-01,1
PAT000582,Mariam Omar,Female,29,1995-01-01,Urban West,ZNZ846470,255793182956,Low,2022-10-02,0
PAT000583,Asha Haji,Female,33,1991-01-01,Micheweni,ZNZ200588,255794413005,Low,2021-06-10,1
PAT000584,Omar Juma,Male,53,1971-01-01,Urban West,ZNZ624186,,Low,2018-08-15,1
PAT000585,Rukia Rashid,Female,18,2006-01-01,South Unguja,,255725041716,Low,2021-10-26,1
PAT000586,Bakari Seif,Male,38,1986-01-01,Urban West,ZNZ832943,255767159223,Lower-Middle,2018-05-19,1
PAT000587,Abdallah Nassor,Male,50,1974-01-01,North B,,255784796132,Low,2020-05-05,1
PAT000588,Suleiman Seif,Male,43,1981-01-01,Chake-Chake,ZNZ115588,255784313289,Low,2020-03-27,1
PAT000589,Ahmed Ali,Male,38,1986-01-01,Kati,ZNZ866719,,Low,2021-03-18,1
PAT000590,Suleiman Nassor,Male,51,1973-01-01,North A,ZNZ164373,255715560068,Middle,2021-02-12,1
PAT000591,Abdallah Ali,Male,0,2024-01-01,South Unguja,ZNZ140136,255716508850,Middle,2022-01-13,1
PAT000592,Rahma Vuai,Female,42,1982-01-01,South Unguja,ZNZ945279,255783245685,Low,2020-12-22,1
PAT000593,Ahmed Said,Male,24,2000-01-01,Kati,ZNZ481050,255786353425,Middle,2018-04-14,1
PAT000594,Ibrahim Hamisi,Male,5,2019-01-01,North B,ZNZ364012,,Lower-Middle,2020-05-20,1
PAT000595,Zainab Seif,Female,39,1985-01-01,Wete,ZNZ429408,255719456587,Low,2019-10-30,0
PAT000596,Abdallah Said,Male,56,1968-01-01,Kati,ZNZ171939,255726633956,Lower-Middle,2018-09-30,1
PAT000597,Asha Abdallah,Female,29,1995-01-01,North A,ZNZ511742,255739009204,Low,2020-10-26,1
PAT000598,Haji Hassan,Male,50,1974-01-01,Mkoani,ZNZ908826,255753749282,Middle,2021-03-16,0
PAT000599,Haji Nassor,Male,60,1964-01-01,Mkoani,ZNZ595062,255768929142,Low,2018-07-03,1
PAT000600,Amour Suleiman,Male,56,1968-01-01,Kati,ZNZ296164,255790552707,Upper-Middle,2020-11-17,1
PAT000601,Hamisi Mwinyi,Male,61,1963-01-01,Urban West,ZNZ923837,255745839230,Low,2022-04-23,1
PAT000602,Seif Said,Male,46,1978-01-01,North B,ZNZ456440,255754854299,Lower-Middle,2021-02-16,1
PAT000603,Hamisi Rashid,Male,36,1988-01-01,Mkoani,,255759978995,Upper-Middle,2018-10-20,1
PAT000604,Rashid Khatib,Male,9,2015-01-01,North A,ZNZ485289,255733874281,Low,2021-10-26,1
PAT000605,Bakari Khatib,Male,31,1993-01-01,Micheweni,ZNZ310126,255742181087,Lower-Middle,2021-06-21,1
PAT000606,Seif Omar,Male,21,2003-01-01,Urban West,ZNZ316351,255780631674,Lower-Middle,2022-05-23,0
PAT000607,Ahmed Juma,Male,69,1955-01-01,Urban West,ZNZ203021,,Lower-Middle,2022-10-16,1
PAT000608,Abdallah Omar,Male,32,1992-01-01,North B,ZNZ100209,255750129705,Low,2021-05-26,1
PAT000609,Rehema Nassor,Female,33,1991-01-01,South Unguja,ZNZ906409,255781556185,Low,2018-06-26,1
PAT000610,Sitawa Seif,Female,40,1984-01-01,North A,ZNZ490300,255746460837,Lower-Middle,2021-08-15,1
PAT000611,Salim Bakari,Male,35,1989-01-01,South Unguja,ZNZ330144,255774351363,Lower-Middle,2022-08-27,1
PAT000612,Mariam Said,Female,57,1967-01-01,South Unguja,ZNZ316194,255729248072,Lower-Middle,2018-02-27,1
PAT000613,Amina Seif,Female,22,2002-01-01,Wete,ZNZ283011,255737543766,Low,2021-07-16,1
PAT000614,Amour Juma,Male,38,1986-01-01,Micheweni,ZNZ107399,,Low,2018-11-04,1
PAT000615,Zawadi Hamisi,Female,20,2004-01-01,North B,ZNZ198662,255731872886,Lower-Middle,2022-05-13,1
PAT000616,Fatuma Khatib,Female,12,2012-01-01,North B,ZNZ989258,255744139374,Lower-Middle,2021-08-04,1
PAT000617,Abdallah Suleiman,Male,25,1999-01-01,Urban West,ZNZ473221,255754160167,Lower-Middle,2020-09-03,1
PAT000618,Suleiman Nassor,Male,34,1990-01-01,South Unguja,ZNZ896060,255772232362,Low,2021-02-02,1
PAT000619,Latifa Suleiman,Female,25,1999-01-01,South Unguja,ZNZ107032,255725806167,Low,2021-06-05,0
PAT000620,Fatuma Ali,Female,21,2003-01-01,North B,ZNZ726946,255778590041,Low,2021-06-24,1
PAT000621,Ali Ali,Male,12,2012-01-01,North A,ZNZ972590,255781101806,Low,2019-12-01,1
PAT000622,Bakari Ali,Male,33,1991-01-01,Wete,ZNZ147850,255736041882,Low,2022-02-26,1
PAT000623,Mohammed Juma,Male,10,2014-01-01,Urban West,ZNZ448249,255737308991,Lower-Middle,2018-03-24,1
PAT000624,Mariam Bakari,Female,43,1981-01-01,Mkoani,ZNZ104576,255738834717,Lower-Middle,2021-04-24,0
PAT000625,Safia Amour,Female,33,1991-01-01,Urban West,ZNZ534848,255751516245,Lower-Middle,2018-09-09,1
PAT000626,Omar Suleiman,Male,11,2013-01-01,Kati,ZNZ523501,255795431409,Low,2021-10-10,1
PAT000627,Rashid Mwinyi,Male,30,1994-01-01,North B,ZNZ379309,255760723318,Low,2022-11-09,1
PAT000628,Sitawa Juma,Female,20,2004-01-01,North B,ZNZ668806,255784736203,Lower-Middle,2022-09-16,1
PAT000629,Yusuf Khatib,Male,40,1984-01-01,Urban West,,255756876471,Upper-Middle,2020-03-06,1
PAT000630,Juma Suleiman,Male,56,1968-01-01,Urban West,ZNZ399907,255780843806,Middle,2020-06-15,1
PAT000631,Mariam Juma,Female,3,2021-01-01,Urban West,ZNZ997246,255719440501,Middle,2018-07-29,1
PAT000632,Rehema Bakari,Female,33,1991-01-01,Urban West,ZNZ223980,255753821206,Middle,2020-03-26,1
PAT000633,Rehema Khatib,Female,29,1995-01-01,Micheweni,ZNZ142299,255764182052,Lower-Middle,2019-09-01,0
PAT000634,Sitawa Bakari,Female,42,1982-01-01,North A,ZNZ435689,255721811984,Low,2019-03-23,1
PAT000635,Rashid Salim,Male,38,1986-01-01,Chake-Chake,ZNZ229188,255770592460,Lower-Middle,2019-04-05,1
PAT000636,Bakari Nassor,Male,22,2002-01-01,Urban West,ZNZ916197,255732232465,Low,2020-08-25,1
PAT000637,Aisha Khatib,Female,27,1997-01-01,Mkoani,ZNZ580620,255766650147,Lower-Middle,2019-04-17,1
PAT000638,Ali Abdallah,Male,22,2002-01-01,South Unguja,ZNZ543697,255729374098,Middle,2022-10-10,1
PAT000639,Seif Vuai,Male,52,1972-01-01,Urban West,ZNZ801696,255747501958,Middle,2019-01-05,1
PAT000640,Ahmed Bakari,Male,35,1989-01-01,North B,,,Low,2020-06-18,1
PAT000641,Haji Suleiman,Male,65,1959-01-01,Urban West,ZNZ585825,,Lower-Middle,2022-02-24,1
PAT000642,Omar Suleiman,Male,34,1990-01-01,Urban West,ZNZ867023,255744551489,Lower-Middle,2020-07-11,1
PAT000643,Ibrahim Said,Male,23,2001-01-01,South Unguja,ZNZ168304,255793211017,Middle,2018-05-17,1
PAT000644,Hamisi Amour,Male,10,2014-01-01,Wete,ZNZ745226,255781857448,Middle,2019-01-02,1
PAT000645,Ali Vuai,Male,6,2018-01-01,Mkoani,ZNZ967413,255779321156,Upper-Middle,2020-06-30,1
PAT000646,Zuwena Abdallah,Female,8,2016-01-01,South Unguja,ZNZ345191,255730395529,Low,2018-07-03,1
PAT000647,Fatuma Amour,Female,36,1988-01-01,Kati,ZNZ172577,255774259515,Lower-Middle,2022-05-31,1
PAT000648,Khadija Mohammed,Female,39,1985-01-01,Kati,ZNZ360933,255722646791,Low,2021-08-03,1
PAT000649,Rukia Seif,Female,8,2016-01-01,Mkoani,ZNZ473337,255712469606,Low,2019-04-17,1
PAT000650,Fatuma Bakari,Female,45,1979-01-01,North B,ZNZ101095,255778154397,Upper-Middle,2021-10-30,1
PAT000651,Amour Omar,Male,27,1997-01-01,Urban West,ZNZ638411,,Upper-Middle,2019-10-16,1
PAT000652,Amina Haji,Female,34,1990-01-01,Urban West,ZNZ588409,,Low,2020-01-19,1
PAT000653,Khadija Vuai,Female,56,1968-01-01,Micheweni,ZNZ151999,255750516280,Low,2019-06-21,1
PAT000654,Amina Abdallah,Female,45,1979-01-01,North B,ZNZ855137,255745040051,Low,2022-03-15,1
PAT000655,Seif Mohammed,Male,30,1994-01-01,Urban West,ZNZ884875,255794008106,Middle,2020-03-12,1
PAT000656,Hassan Khatib,Male,20,2004-01-01,North B,,,Low,2022-05-22,0
PAT000657,Suleiman Amour,Male,0,2024-01-01,Urban West,ZNZ985155,255755153952,Low,2021-06-27,1
PAT000658,Juma Rashid,Male,23,2001-01-01,Wete,ZNZ655656,255777671031,Low,2020-07-08,1
PAT000659,Mariam Vuai,Female,28,1996-01-01,Urban West,ZNZ781214,255756140970,Lower-Middle,2019-05-25,1
PAT000660,Aisha Vuai,Female,17,2007-01-01,Micheweni,ZNZ683072,255745362169,Upper-Middle,2019-09-22,1
PAT000661,Ibrahim Khalid,Male,32,1992-01-01,Chake-Chake,ZNZ126797,255751474142,Low,2020-09-28,1
PAT000662,Safia Ali,Female,33,1991-01-01,Urban West,ZNZ639068,255791318784,Lower-Middle,2021-01-01,1
PAT000663,Pili Vuai,Female,28,1996-01-01,South Unguja,ZNZ740337,255790128218,Low,2021-07-29,1
PAT000664,Amour Amour,Male,24,2000-01-01,Chake-Chake,ZNZ428206,255798723582,Lower-Middle,2020-07-04,1
PAT000665,Hassan Salim,Male,37,1987-01-01,Urban West,ZNZ199596,,Middle,2021-10-15,1
PAT000666,Salim Suleiman,Male,42,1982-01-01,Urban West,ZNZ903003,255792709875,Low,2020-10-30,1
PAT000667,Khalid Khatib,Male,17,2007-01-01,North A,ZNZ774502,255776318360,Low,2021-05-19,1
PAT000668,Hassan Nassor,Male,57,1967-01-01,South Unguja,ZNZ401343,255786511863,Middle,2018-06-01,1
PAT000669,Suleiman Juma,Male,33,1991-01-01,South Unguja,ZNZ393362,255760804654,Low,2020-10-25,1
PAT000670,Ahmed Khalid,Male,35,1989-01-01,Urban West,ZNZ223182,255757869970,Lower-Middle,2021-05-03,1
PAT000671,Khalid Ali,Male,46,1978-01-01,North B,ZNZ133205,255744753961,Lower-Middle,2021-07-30,1
PAT000672,Latifa Vuai,Female,35,1989-01-01,Urban West,ZNZ805344,255796209256,Low,2019-04-09,1
PAT000673,Abdallah Omar,Male,50,1974-01-01,Mkoani,ZNZ783524,255758325784,Middle,2021-02-10,1
PAT000674,Sitawa Hamisi,Female,36,1988-01-01,North A,ZNZ562326,255754925925,Middle,2018-09-28,1
PAT000675,Juma Mohammed,Male,25,1999-01-01,Chake-Chake,ZNZ908036,,Lower-Middle,2021-04-01,0
PAT000676,Maryam Mwinyi,Female,37,1987-01-01,North B,ZNZ450882,,Low,2019-04-05,0
PAT000677,Suleiman Bakari,Male,16,2008-01-01,Wete,ZNZ202537,255724931127,Lower-Middle,2018-04-15,1
PAT000678,Hamisi Haji,Male,36,1988-01-01,South Unguja,ZNZ370151,255740955478,Lower-Middle,2022-09-13,1
PAT000679,Halima Juma,Female,31,1993-01-01,Micheweni,ZNZ217419,255747413236,Lower-Middle,2022-04-29,0
PAT000680,Zainab Haji,Female,28,1996-01-01,North A,,255724368342,Middle,2021-07-29,1
PAT000681,Pili Hamisi,Female,30,1994-01-01,Chake-Chake,ZNZ970061,255710928252,Low,2022-09-07,1
PAT000682,Hassan Haji,Male,4,2020-01-01,North B,ZNZ681933,255756684370,Lower-Middle,2018-06-11,1
PAT000683,Suleiman Suleiman,Male,26,1998-01-01,North B,ZNZ915636,255742992373,Lower-Middle,2018-12-17,1
PAT000684,Zuwena Khatib,Female,33,1991-01-01,South Unguja,ZNZ548402,255730922682,Low,2019-03-10,1
PAT000685,Mwajuma Amour,Female,34,1990-01-01,Chake-Chake,ZNZ316096,255770974096,Middle,2020-05-01,1
PAT000686,Zawadi Ali,Female,16,2008-01-01,Micheweni,ZNZ806050,,Low,2018-05-20,1
PAT000687,Asha Juma,Female,50,1974-01-01,North A,ZNZ288392,255713600957,Low,2022-02-03,1
PAT000688,Ibrahim Suleiman,Male,21,2003-01-01,Wete,,255771892112,Upper-Middle,2021-03-01,1
PAT000689,Maryam Hamisi,Female,46,1978-01-01,Micheweni,ZNZ138712,255736891636,Low,2018-03-28,1
PAT000690,Nassor Said,Male,41,1983-01-01,Kati,ZNZ296349,255787160390,Low,2022-09-08,1
PAT000691,Yusuf Bakari,Male,24,2000-01-01,Mkoani,ZNZ644766,255723867431,Lower-Middle,2018-07-02,1
PAT000692,Ahmed Amour,Male,63,1961-01-01,Micheweni,ZNZ193608,255747394405,Upper-Middle,2019-01-03,1
PAT000693,Asha Suleiman,Female,14,2010-01-01,North A,ZNZ386539,255715421251,Upper-Middle,2018-05-09,1
PAT000694,Seif Nassor,Male,49,1975-01-01,Chake-Chake,ZNZ351227,255746554696,Lower-Middle,2021-06-23,1
PAT000695,Hassan Bakari,Male,51,1973-01-01,South Unguja,ZNZ599755,255752976919,Low,2022-06-13,1
PAT000696,Asha Salim,Female,21,2003-01-01,Kati,ZNZ999993,255775141905,Upper-Middle,2022-05-21,1
PAT000697,Ibrahim Mwinyi,Male,57,1967-01-01,Urban West,ZNZ611984,,Lower-Middle,2019-11-01,1
PAT000698,Mariam Said,Female,28,1996-01-01,Urban West,ZNZ579456,255745763409,Lower-Middle,2021-11-02,1
PAT000699,Mohammed Bakari,Male,39,1985-01-01,Urban West,ZNZ980670,255730147914,Middle,2018-05-29,1
PAT000700,Asha Said,Female,35,1989-01-01,Micheweni,ZNZ425499,255750870096,Lower-Middle,2020-09-11,1
PAT000701,Safia Seif,Female,29,1995-01-01,Kati,ZNZ882780,255799746696,Low,2020-05-01,1
PAT000702,Nassor Rashid,Male,47,1977-01-01,Urban West,ZNZ850782,255776241431,Middle,2021-12-27,1
PAT000703,Rashid Khatib,Male,47,1977-01-01,Wete,ZNZ286256,255769556258,Lower-Middle,2019-09-20,1
PAT000704,Amour Amour,Male,7,2017-01-01,Micheweni,ZNZ869606,255787266579,Low,2022-10-16,1
PAT000705,Haji Hamisi,Male,55,1969-01-01,Wete,ZNZ118402,255734193456,Low,2022-02-01,1
PAT000706,Rahma Khalid,Female,7,2017-01-01,North A,ZNZ112834,255784073609,Lower-Middle,2019-03-22,1
PAT000707,Mwinyi Rashid,Male,51,1973-01-01,Chake-Chake,ZNZ497099,255749028538,Low,2022-02-13,0
PAT000708,Asha Said,Female,48,1976-01-01,Urban West,ZNZ468664,255757647611,Low,2020-06-02,1
PAT000709,Suleiman Abdallah,Male,17,2007-01-01,Chake-Chake,ZNZ254195,255714499311,Lower-Middle,2018-10-21,1
PAT000710,Aisha Khalid,Female,25,1999-01-01,Urban West,ZNZ735779,255747362714,Middle,2022-11-24,1
PAT000711,Rehema Abdallah,Female,15,2009-01-01,North B,,255772063270,Lower-Middle,2021-03-12,1
PAT000712,Khadija Abdallah,Female,28,1996-01-01,Chake-Chake,ZNZ156494,255764158919,Middle,2018-09-07,1
PAT000713,Ali Hamisi,Male,30,1994-01-01,Urban West,ZNZ479989,255726077985,Middle,2020-05-27,1
